person,cat,dog,Video Path,output,flag,username,timestamp
True,True,True,C:\\Users\\jithi\\OneDrive\\Desktop\\VsCode\\capstone\\track.mp4,"Updated and saved checkbox states: {'person': True, 'cat': True, 'car': True, 'truck': 'C:\\\\Users\\\\jithi\\\\OneDrive\\\\Desktop\\\\VsCode\\\\capstone\\\\track.mp4', 'bicycle': None, 'motorcycle': None, 'dog': None}",,,2023-11-17 16:03:58.652172
